,ポケモン名,HP,攻撃,防御,特攻,特防,素早,オリジナルのタイプ1,オリジナルのタイプ2,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,カイリュー,マリルリ,ハッサム,キノガッサ,ガブリアス,ジバコイル,ウルガモス,ミミッキュ,アーマーガア,ドラパルト,マスカーニャ,キョジオーン,キラフロル,ヘイラッシャ,コノヨザル,ドオー,ドドゲザン,イダイナキバ,ハバタクカミ,テツノツツミ,テツノカイナ,テツノドクガ,セグレイブ,サーフゴー,チオンジェン,パオジアン,ディンルー,イーユイ,イルカマン(マイティ),ウォッシュロトム
309,バンギラス,100,134,110,95,100,61,いわ,あく,-1.0,-1.0,1.0,0.0,1.0,0.0,2.0,-1.0,1.0,-1.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-2.0,1.0,1.0
310,メガバンギラス,100,164,150,95,120,71,いわ,あく,-1.0,-1.0,1.0,0.0,1.0,0.0,2.0,-1.0,1.0,-1.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-2.0,1.0,1.0
311,ルギア,106,90,130,90,154,110,エスパー,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,-2.0,0.0,-3.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-3.0,1.0,-5.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,2.0,-2.0,1.0,0.0,1.0
312,ホウオウ,106,130,90,110,154,90,ほのお,ひこう,0.0,-1.0,1.0,1.0,-2.0,0.0,-1.0,0.0,-3.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-3.0,-3.0,-3.0,0.0,-3.0,-1.0,-1.0,0.0,-2.0,2.0,2.0,1.0,-1.0,-3.0,-1.0,-4.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-3.0,-1.0,1.0,2.0
313,セレビィ,100,100,100,100,100,100,エスパー,くさ,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,2.0,-2.0,-1.0,-1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-2.0,1.0,0.0,-2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,-2.0
314,キモリ,40,45,35,65,55,70,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
315,ジュプトル,50,65,45,85,65,95,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
316,ジュカイン,70,85,65,105,85,120,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
317,メガジュカイン,70,110,75,145,85,145,くさ,ドラゴン,0.0,0.0,-2.0,-3.0,-2.0,2.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-1.0,1.0,-2.0,0.0,-3.0,1.0,1.0,1.0,1.0,-2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-1.0,1.0,0.0,-3.0,1.0,3.0,0.0,-2.0,2.0,-1.0,0.0,-2.0,-5.0
318,アチャモ,45,60,40,70,50,45,ほのお,なし,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0
319,ワカシャモ,60,85,60,85,60,55,ほのお,かくとう,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-3.0,-1.0,1.0,-1.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-2.0,1.0,1.0
320,バシャーモ,80,120,70,110,70,80,ほのお,かくとう,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-3.0,-1.0,1.0,-1.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-2.0,1.0,1.0
321,メガバシャーモ,80,160,80,130,80,100,ほのお,かくとう,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-3.0,-1.0,1.0,-1.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-2.0,1.0,1.0
322,ミズゴロウ,50,70,50,50,50,40,みず,なし,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-2.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0
323,ヌマクロー,70,85,70,60,70,50,みず,じめん,0.0,-1.0,0.0,-3.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,-4.0,-1.0,0.0,-1.0,0.0,2.0,-1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-3.0,-2.0,0.0,-1.0,2.0,0.0,0.0,-1.0,0.0,-3.0
324,ラグラージ,100,110,90,85,90,60,みず,じめん,0.0,-1.0,0.0,-3.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,-4.0,-1.0,0.0,-1.0,0.0,2.0,-1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-3.0,-2.0,0.0,-1.0,2.0,0.0,0.0,-1.0,0.0,-3.0
325,メガラグラージ,100,150,110,95,110,70,みず,じめん,0.0,-1.0,0.0,-3.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,0.0,-4.0,-1.0,0.0,-1.0,0.0,2.0,-1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-3.0,-2.0,0.0,-1.0,2.0,0.0,0.0,-1.0,0.0,-3.0
326,ポチエナ,35,55,35,30,30,35,あく,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
327,グラエナ,70,90,70,60,60,70,あく,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
328,ジグザグマ,38,30,41,30,41,60,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
329,ガラルジグザグマ,38,30,41,30,41,60,あく,ノーマル,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0,1.0,0.0,-3.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,-2.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0,-2.0,0.0,2.0,0.0,0.0,-3.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
330,マッスグマ,78,70,61,50,61,100,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
331,ガラルマッスグマ,78,70,61,50,61,100,あく,ノーマル,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-3.0,1.0,0.0,-3.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,-2.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,2.0,-2.0,0.0,2.0,0.0,0.0,-3.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
332,ケムッソ,45,45,35,20,30,20,むし,なし,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0
333,カラサリス,50,35,55,25,25,15,むし,なし,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0
334,アゲハント,60,70,50,100,50,65,むし,ひこう,0.0,1.0,0.0,1.0,-2.0,1.0,-2.0,0.0,-3.0,1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-4.0,-3.0,1.0,0.0,0.0,1.0,0.0,-2.0,2.0,2.0,0.0,-2.0,-3.0,0.0,-5.0,0.0,1.0,-1.0,1.0,1.0,0.0,-2.0,1.0,-3.0,1.0,0.0,1.0
335,マユルド,50,35,55,25,25,15,むし,なし,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0
336,ドクケイル,60,50,70,50,90,65,むし,どく,0.0,1.0,0.0,0.0,-2.0,0.0,-2.0,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-4.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,1.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0
337,ハスボー,40,30,30,40,50,30,みず,くさ,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-2.0
338,ハスブレロ,60,50,50,60,70,50,みず,くさ,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-2.0
339,ルンパッパ,80,70,70,90,100,70,みず,くさ,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-2.0
340,タネボー,40,40,50,30,30,30,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
341,コノハナ,70,70,40,60,40,60,くさ,あく,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-3.0,2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,0.0,-1.0,-1.0,3.0,0.0,1.0,-1.0,-2.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,-2.0,0.0,-2.0,0.0,-1.0,-2.0
342,ダーテング,90,100,60,90,60,80,くさ,あく,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-3.0,2.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,2.0,0.0,-1.0,-1.0,3.0,0.0,1.0,-1.0,-2.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,-2.0,0.0,-2.0,0.0,-1.0,-2.0
343,スバメ,40,55,30,30,30,85,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
344,オオスバメ,60,85,60,75,50,125,ノーマル,ひこう,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-3.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,1.0,-1.0,-3.0,0.0,-3.0,-1.0,1.0,1.0,0.0,-3.0,-3.0,0.0,-3.0,-3.0,1.0,1.0,0.0,1.0,-3.0,-1.0,1.0,-3.0,0.0,0.0,1.0
345,キャモメ,40,30,30,55,30,85,みず,ひこう,0.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-2.0,-1.0,-3.0,1.0,-2.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-3.0,-1.0,-4.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,-1.0,1.0
346,ペリッパー,60,50,100,95,70,65,みず,ひこう,0.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-2.0,-1.0,-3.0,1.0,-2.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-3.0,-1.0,-4.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,-3.0,-1.0,-1.0,1.0
347,ラルトス,28,25,25,45,35,40,エスパー,フェアリー,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,-3.0,0.0,1.0,-2.0,-3.0,1.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-2.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
348,キルリア,38,35,35,65,55,50,エスパー,フェアリー,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,-3.0,0.0,1.0,-2.0,-3.0,1.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-2.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
349,サーナイト,68,65,65,125,115,80,エスパー,フェアリー,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,-3.0,0.0,1.0,-2.0,-3.0,1.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-2.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
350,メガサーナイト,68,85,65,165,135,100,エスパー,フェアリー,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,-3.0,0.0,1.0,-2.0,-3.0,1.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-2.0,1.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
351,アメタマ,40,30,32,50,52,65,むし,みず,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,0.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
352,アメモース,70,60,62,100,82,80,むし,ひこう,0.0,1.0,0.0,1.0,-2.0,1.0,-2.0,0.0,-3.0,1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-4.0,-3.0,1.0,0.0,0.0,1.0,0.0,-2.0,2.0,2.0,0.0,-2.0,-3.0,0.0,-5.0,0.0,1.0,-1.0,1.0,1.0,0.0,-2.0,1.0,-3.0,1.0,0.0,1.0
353,キノココ,60,40,60,40,60,35,くさ,なし,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-2.0
354,キノガッサ,60,130,80,60,60,70,くさ,かくとう,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,1.0,0.0,-2.0,0.0,-2.0,0.0,-1.0,-2.0
355,ナマケロ,60,60,60,35,35,30,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
356,ヤルキモノ,80,80,80,55,55,90,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
357,ケッキング,150,160,100,95,65,100,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
358,ツチニン,31,45,90,30,30,40,むし,じめん,0.0,1.0,1.0,-3.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-3.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-2.0,0.0,-2.0,0.0,2.0,-4.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-2.0
359,テッカニン,61,90,45,50,50,160,むし,ひこう,0.0,1.0,0.0,1.0,-2.0,1.0,-2.0,0.0,-3.0,1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-4.0,-3.0,1.0,0.0,0.0,1.0,0.0,-2.0,2.0,2.0,0.0,-2.0,-3.0,0.0,-5.0,0.0,1.0,-1.0,1.0,1.0,0.0,-2.0,1.0,-3.0,1.0,0.0,1.0
360,ヌケニン,1,90,45,30,30,40,むし,ゴースト,-3.0,1.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,1.0,-3.0,-3.0,1.0,1.0,-3.0,1.0,-3.0,-3.0,-2.0,-6.0,-6.0,-6.0,-6.0,-6.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-3.0,-2.0,-6.0,-2.0,-6.0,-2.0,-6.0,-6.0,-2.0,-6.0,-2.0,-2.0,-2.0,-2.0,2.0,-3.0,-6.0
361,ゴニョニョ,64,51,23,51,23,28,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
362,ドゴーム,84,71,43,71,43,48,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
363,バクオング,104,91,63,91,73,68,ノーマル,なし,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,-3.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0
364,マクノシタ,72,60,30,20,30,25,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
365,ハリテヤマ,144,120,60,40,60,50,かくとう,なし,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0
